CPT_CODE|CPT_LONG_DESCRIPTION|CPT_LONG_DESCRIPTION
Q2020|INJECTION, HISTRELIN ACETATE, 10 MG|INJECTION, HISTRELIN ACETATE, 10 MG
Q2021|INJECTION, LEPIRUDIN, 50 MG|INJECTION, LEPIRUDIN, 50 MG
Q2022|VON WILLEBRAND FACTOR COMPLEX, HUMAN, PER IU|VON WILLEBRAND FACTOR COMPLEX, HUMAN, PER IU
Q3000|SUPPLY OF RADIOPHARMACEUTICAL DIAGNOSTIC IMAGING AGENT, RUBIDIUM RB-82, PER DOSE|SUPPLY OF RADIOPHARMACEUTICAL DIAGNOSTIC IMAGING AGENT, RUBIDIUM RB-82, PER DOSE
Q3001|RADIOELEMENTS FOR BRACHYTHERAPY, ANY TYPE, EACH|RADIOELEMENTS FOR BRACHYTHERAPY, ANY TYPE, EACH
Q3002|SUPPLY OF RADIOPHARMACEUTICAL DIAGNOSTIC IMAGING AGENT, GALLIUM GA 67, PER MCI|SUPPLY OF RADIOPHARMACEUTICAL DIAGNOSTIC IMAGING AGENT, GALLIUM GA 67, PER MCI
Q3003|SUPPLY OF RADIOPHARMACEUTICAL DIAGNOSTIC IMAGING AGENT, TECHNETIUM TC99M BICISATE, PER UNIT DOSE|SUPPLY OF RADIOPHARMACEUTICAL DIAGNOSTIC IMAGING AGENT, TECHNETIUM TC99M BICISATE, PER UNIT DOSE
Q3004|SUPPLY OF RADIOPHARMACEUTICAL DIAGNOSTIC IMAGING AGENT, XENON XE 133, PER 10 MCI|SUPPLY OF RADIOPHARMACEUTICAL DIAGNOSTIC IMAGING AGENT, XENON XE 133, PER 10 MCI
Q3005|SUPPLY OF RADIOPHARMACEUTICAL DIAGNOSTIC IMAGING AGENT, TECHNETIUM TC 99M MERTIATIDE, PER MCI|SUPPLY OF RADIOPHARMACEUTICAL DIAGNOSTIC IMAGING AGENT, TECHNETIUM TC 99M MERTIATIDE, PER MCI
Q3006|SUPPLY OF RADIOPHARMACEUTICAL DIAGNOSTIC IMAGING AGENT, TECHNETIUM TC 99M GLUCEPATATE, PER 5 MCI|SUPPLY OF RADIOPHARMACEUTICAL DIAGNOSTIC IMAGING AGENT, TECHNETIUM TC 99M GLUCEPATATE, PER 5 MCI
Q3007|SUPPLY OF RADIOPHARMACEUTICAL DIAGNOSTIC IMAGING AGENT, SODIUM PHOSPHATE P32, PER MCI|SUPPLY OF RADIOPHARMACEUTICAL DIAGNOSTIC IMAGING AGENT, SODIUM PHOSPHATE P32, PER MCI
Q3008|SUPPLY OF RADIOPHARMACEUTICAL DIAGNOSTIC IMAGING AGENT, INDIUM 111-IN PENTETREOTIDE, PER 3 MCI|SUPPLY OF RADIOPHARMACEUTICAL DIAGNOSTIC IMAGING AGENT, INDIUM 111-IN PENTETREOTIDE, PER 3 MCI
Q3009|SUPPLY OF RADIOPHARMACEUTICAL DIAGNOSTIC IMAGING AGENT, TECHNETIUM TC99M OXIDRONATE, PER MCI|SUPPLY OF RADIOPHARMACEUTICAL DIAGNOSTIC IMAGING AGENT, TECHNETIUM TC99M OXIDRONATE, PER MCI
Q3010|SUPPLY OF RADIOPHARMACEUTICAL DIAGNOSTIC IMAGING AGENT, TECHNETIUM TC99M - LABELED RED BLOOD CELLS, PER MCI|SUPPLY OF RADIOPHARMACEUTICAL DIAGNOSTIC IMAGING AGENT, TECHNETIUM TC99M - LABELED RED BLOOD CELLS, PER MCI
Q3011|SUPPLY OF RADIOPHARMACEUTICAL DIAGNOSTIC IMAGING AGENT, CHROMIC PHOSPHATE P32 SUSPENSION, PER MCI|SUPPLY OF RADIOPHARMACEUTICAL DIAGNOSTIC IMAGING AGENT, CHROMIC PHOSPHATE P32 SUSPENSION, PER MCI
Q3012|SUPPLY OF ORAL RADIOPHARMACEUTICAL DIAGNOSTIC IMAGING AGENT, CYANOCOBALAMIN COBALT CO57, PER 0.5 MCI|SUPPLY OF ORAL RADIOPHARMACEUTICAL DIAGNOSTIC IMAGING AGENT, CYANOCOBALAMIN COBALT CO57, PER 0.5 MCI
Q3014|TELEHEALTH ORIGINATING SITE FACILITY FEE|TELEHEALTH ORIGINATING SITE FACILITY FEE
Q3019|ALS VEHICLE USED, EMERGENCY TRANSPORT, NO ALS LEVEL SERVICES FURNISHED|ALS VEHICLE USED, EMERGENCY TRANSPORT, NO ALS LEVEL SERVICES FURNISHED
Q3020|ALS VEHICLE USED, NON-EMERGENCY TRANSPORT, NO ALS LEVEL SERVICE FURNISHED|ALS VEHICLE USED, NON-EMERGENCY TRANSPORT, NO ALS LEVEL SERVICE FURNISHED
Q3021|INJECTION, HEPATITIS B VACCINE, PEDIATRIC OR ADOLESCENT, PER DOSE|INJECTION, HEPATITIS B VACCINE, PEDIATRIC OR ADOLESCENT, PER DOSE
Q3022|INJECTION, HEPATITIS B VACCINE, ADULT, PER DOSE|INJECTION, HEPATITIS B VACCINE, ADULT, PER DOSE
Q3023|INJECTION, HEPATITIS B VACCINE, IMMUNOSUPPRESSED PATIENTS (INCLUDING RENAL DIALYSIS PATIENTS), PER DOSE|INJECTION, HEPATITIS B VACCINE, IMMUNOSUPPRESSED PATIENTS (INCLUDING RENAL DIALYSIS PATIENTS), PER DOSE
Q3025|INJECTION, INTERFERON BETA-1A, 11 MCG FOR INTRAMUSCULAR USE|INJECTION, INTERFERON BETA-1A, 11 MCG FOR INTRAMUSCULAR USE
Q3026|INJECTION, INTERFERON BETA-1A, 11 MCG FOR SUBCUTANEOUS USE|INJECTION, INTERFERON BETA-1A, 11 MCG FOR SUBCUTANEOUS USE
Q4001|CASTING SUPPLIES, BODY CAST ADULT, WITH OR WITHOUT HEAD, PLASTER|CASTING SUPPLIES, BODY CAST ADULT, WITH OR WITHOUT HEAD, PLASTER
Q4002|CAST SUPPLIES, BODY CAST ADULT, WITH OR WITHOUT HEAD, FIBERGLASS|CAST SUPPLIES, BODY CAST ADULT, WITH OR WITHOUT HEAD, FIBERGLASS
Q4003|CAST SUPPLIES, SHOULDER CAST, ADULT (11 YEARS +), PLASTER|CAST SUPPLIES, SHOULDER CAST, ADULT (11 YEARS +), PLASTER
Q4004|CAST SUPPLIES, SHOULDER CAST, ADULT (11 YEARS +), FIBERGLASS|CAST SUPPLIES, SHOULDER CAST, ADULT (11 YEARS +), FIBERGLASS
Q4005|CAST SUPPLIES, LONG ARM CAST, ADULT (11 YEARS +), PLASTER|CAST SUPPLIES, LONG ARM CAST, ADULT (11 YEARS +), PLASTER
Q4006|CAST SUPPLIES, LONG ARM CAST, ADULT (11 YEARS +), FIBERGLASS|CAST SUPPLIES, LONG ARM CAST, ADULT (11 YEARS +), FIBERGLASS
Q4007|CAST SUPPLIES, LONG ARM CAST, PEDIATRIC (0-10 YEARS), PLASTER|CAST SUPPLIES, LONG ARM CAST, PEDIATRIC (0-10 YEARS), PLASTER
Q4008|CAST SUPPLIES, LONG ARM CAST, PEDIATRIC (0-10 YEARS), FIBERGLASS|CAST SUPPLIES, LONG ARM CAST, PEDIATRIC (0-10 YEARS), FIBERGLASS
Q4009|CAST SUPPLIES, SHORT ARM CAST, ADULT (11 YEARS +), PLASTER|CAST SUPPLIES, SHORT ARM CAST, ADULT (11 YEARS +), PLASTER
Q4010|CAST SUPPLIES, SHORT ARM CAST, ADULT (11 YEARS +), FIBERGLASS|CAST SUPPLIES, SHORT ARM CAST, ADULT (11 YEARS +), FIBERGLASS
Q4011|CAST SUPPLIES, SHORT ARM CAST, PEDIATRIC (0-10 YEARS), PLASTER|CAST SUPPLIES, SHORT ARM CAST, PEDIATRIC (0-10 YEARS), PLASTER
Q4012|CAST SUPPLIES, SHORT ARM CAST, PEDIATRIC (0-10 YEARS), FIBERGLASS|CAST SUPPLIES, SHORT ARM CAST, PEDIATRIC (0-10 YEARS), FIBERGLASS
Q4013|CAST SUPPLIES, GAUNTLET CAST (INCLUDES LOWER FOREARM AND HAND), ADULT (11 YEARS +), PLASTER|CAST SUPPLIES, GAUNTLET CAST (INCLUDES LOWER FOREARM AND HAND), ADULT (11 YEARS +), PLASTER
Q4014|CAST SUPPLIES, GAUNTLET CAST (INCLUDES LOWER FOREARM AND HAND), ADULT (11 YEARS +), FIBERGLASS|CAST SUPPLIES, GAUNTLET CAST (INCLUDES LOWER FOREARM AND HAND), ADULT (11 YEARS +), FIBERGLASS
Q4015|CAST SUPPLIES, GAUNTLET CAST (INCLUDES LOWER FOREARM AND HAND), PEDIATRIC (0-10 YEARS), PLASTER|CAST SUPPLIES, GAUNTLET CAST (INCLUDES LOWER FOREARM AND HAND), PEDIATRIC (0-10 YEARS), PLASTER
Q4016|CAST SUPPLIES, GAUNTLET CAST (INCLUDES LOWER FOREARM AND HAND), PEDIATRIC (0-10 YEARS), FIBERGLASS|CAST SUPPLIES, GAUNTLET CAST (INCLUDES LOWER FOREARM AND HAND), PEDIATRIC (0-10 YEARS), FIBERGLASS
Q4017|CAST SUPPLIES, LONG ARM SPLINT, ADULT (11 YEARS +), PLASTER|CAST SUPPLIES, LONG ARM SPLINT, ADULT (11 YEARS +), PLASTER
Q4018|CAST SUPPLIES, LONG ARM SPLINT, ADULT (11 YEARS +), FIBERGLASS|CAST SUPPLIES, LONG ARM SPLINT, ADULT (11 YEARS +), FIBERGLASS
Q4019|CAST SUPPLIES, LONG ARM SPLINT, PEDIATRIC (0-10 YEARS), PLASTER|CAST SUPPLIES, LONG ARM SPLINT, PEDIATRIC (0-10 YEARS), PLASTER
Q4020|CAST SUPPLIES, LONG ARM SPLINT, PEDIATRIC (0-10 YEARS), FIBERGLASS|CAST SUPPLIES, LONG ARM SPLINT, PEDIATRIC (0-10 YEARS), FIBERGLASS
Q4021|CAST SUPPLIES, SHORT ARM SPLINT, ADULT (11 YEARS +), PLASTER|CAST SUPPLIES, SHORT ARM SPLINT, ADULT (11 YEARS +), PLASTER
Q4022|CAST SUPPLIES, SHORT ARM SPLINT, ADULT (11 YEARS +), FIBERGLASS|CAST SUPPLIES, SHORT ARM SPLINT, ADULT (11 YEARS +), FIBERGLASS
Q4023|CAST SUPPLIES, SHORT ARM SPLINT, PEDIATRIC (0-10 YEARS), PLASTER|CAST SUPPLIES, SHORT ARM SPLINT, PEDIATRIC (0-10 YEARS), PLASTER
Q4024|CAST SUPPLIES, SHORT ARM SPLINT, PEDIATRIC (0-10 YEARS), FIBERGLASS|CAST SUPPLIES, SHORT ARM SPLINT, PEDIATRIC (0-10 YEARS), FIBERGLASS
Q4025|CAST SUPPLIES, HIP SPICA (ONE OR BOTH LEGS), ADULT (11 YEARS +), PLASTER|CAST SUPPLIES, HIP SPICA (ONE OR BOTH LEGS), ADULT (11 YEARS +), PLASTER
Q4026|CAST SUPPLIES, HIP SPICA (ONE OR BOTH LEGS), ADULT (11 YEARS +), FIBERGLASS|CAST SUPPLIES, HIP SPICA (ONE OR BOTH LEGS), ADULT (11 YEARS +), FIBERGLASS
Q4027|CAST SUPPLIES, HIP SPICA (ONE OR BOTH LEGS), PEDIATRIC (0-10 YEARS), PLASTER|CAST SUPPLIES, HIP SPICA (ONE OR BOTH LEGS), PEDIATRIC (0-10 YEARS), PLASTER
Q4028|CAST SUPPLIES, HIP SPICA (ONE OR BOTH LEGS), PEDIATRIC (0-10 YEARS), FIBERGLASS|CAST SUPPLIES, HIP SPICA (ONE OR BOTH LEGS), PEDIATRIC (0-10 YEARS), FIBERGLASS
Q4029|CAST SUPPLIES, LONG LEG CAST, ADULT (11 YEARS +), PLASTER|CAST SUPPLIES, LONG LEG CAST, ADULT (11 YEARS +), PLASTER
Q4030|CAST SUPPLIES, LONG LEG CAST, ADULT (11 YEARS +), FIBERGLASS|CAST SUPPLIES, LONG LEG CAST, ADULT (11 YEARS +), FIBERGLASS
Q4031|CAST SUPPLIES, LONG LEG CAST, PEDIATRIC (0-10 YEARS), PLASTER|CAST SUPPLIES, LONG LEG CAST, PEDIATRIC (0-10 YEARS), PLASTER
Q4032|CAST SUPPLIES, LONG LEG CAST, PEDIATRIC (0-10 YEARS), FIBERGLASS|CAST SUPPLIES, LONG LEG CAST, PEDIATRIC (0-10 YEARS), FIBERGLASS
Q4033|CAST SUPPLIES, LONG LEG CYLINDER CAST, ADULT (11 YEARS +), PLASTER|CAST SUPPLIES, LONG LEG CYLINDER CAST, ADULT (11 YEARS +), PLASTER
Q4034|CAST SUPPLIES, LONG LEG CYLINDER CAST, ADULT (11 YEARS +), FIBERGLASS|CAST SUPPLIES, LONG LEG CYLINDER CAST, ADULT (11 YEARS +), FIBERGLASS
Q4035|CAST SUPPLIES, LONG LEG CYLINDER CAST, PEDIATRIC (0-10 YEARS), PLASTER|CAST SUPPLIES, LONG LEG CYLINDER CAST, PEDIATRIC (0-10 YEARS), PLASTER
Q4036|CAST SUPPLIES, LONG LEG CYLINDER CAST, PEDIATRIC (0-10 YEARS), FIBERGLASS|CAST SUPPLIES, LONG LEG CYLINDER CAST, PEDIATRIC (0-10 YEARS), FIBERGLASS
Q4037|CAST SUPPLIES, SHORT LEG CAST, ADULT (11 YEARS +), PLASTER|CAST SUPPLIES, SHORT LEG CAST, ADULT (11 YEARS +), PLASTER
Q4038|CAST SUPPLIES, SHORT LEG CAST, ADULT (11 YEARS +), FIBERGLASS|CAST SUPPLIES, SHORT LEG CAST, ADULT (11 YEARS +), FIBERGLASS
Q4039|CAST SUPPLIES, SHORT LEG CAST, PEDIATRIC (0-10 YEARS), PLASTER|CAST SUPPLIES, SHORT LEG CAST, PEDIATRIC (0-10 YEARS), PLASTER
Q4040|CAST SUPPLIES, SHORT LEG CAST, PEDIATRIC (0-10 YEARS), FIBERGLASS|CAST SUPPLIES, SHORT LEG CAST, PEDIATRIC (0-10 YEARS), FIBERGLASS
Q4041|CAST SUPPLIES, LONG LEG SPLINT, ADULT (11 YEARS +), PLASTER|CAST SUPPLIES, LONG LEG SPLINT, ADULT (11 YEARS +), PLASTER
Q4042|CAST SUPPLIES, LONG LEG SPLINT, ADULT (11 YEARS +), FIBERGLASS|CAST SUPPLIES, LONG LEG SPLINT, ADULT (11 YEARS +), FIBERGLASS
Q4043|CAST SUPPLIES, LONG LEG SPLINT, PEDIATRIC (0-10 YEARS), PLASTER|CAST SUPPLIES, LONG LEG SPLINT, PEDIATRIC (0-10 YEARS), PLASTER
Q4044|CAST SUPPLIES, LONG LEG SPLINT, PEDIATRIC (0-10 YEARS), FIBERGLASS|CAST SUPPLIES, LONG LEG SPLINT, PEDIATRIC (0-10 YEARS), FIBERGLASS
Q4045|CAST SUPPLIES, SHORT LEG SPLINT, ADULT (11 YEARS +), PLASTER|CAST SUPPLIES, SHORT LEG SPLINT, ADULT (11 YEARS +), PLASTER
Q4046|CAST SUPPLIES, SHORT LEG SPLINT, ADULT (11 YEARS +), FIBERGLASS|CAST SUPPLIES, SHORT LEG SPLINT, ADULT (11 YEARS +), FIBERGLASS
Q4047|CAST SUPPLIES, SHORT LEG SPLINT, PEDIATRIC (0-10 YEARS), PLASTER|CAST SUPPLIES, SHORT LEG SPLINT, PEDIATRIC (0-10 YEARS), PLASTER
Q4048|CAST SUPPLIES, SHORT LEG SPLINT, PEDIATRIC (0-10 YEARS), FIBERGLASS|CAST SUPPLIES, SHORT LEG SPLINT, PEDIATRIC (0-10 YEARS), FIBERGLASS
Q4049|FINGER SPLINT, STATIC|FINGER SPLINT, STATIC
Q4050|CAST SUPPLIES, FOR UNLISTED TYPES AND MATERIALS OF CASTS|CAST SUPPLIES, FOR UNLISTED TYPES AND MATERIALS OF CASTS
Q4051|SPLINT SUPPLIES, MISCELLANEOUS (INCLUDES THERMOPLASTICS, STRAPPING, FASTENERS, PADDING AND OTHER SUPPLIES)|SPLINT SUPPLIES, MISCELLANEOUS (INCLUDES THERMOPLASTICS, STRAPPING, FASTENERS, PADDING AND OTHER SUPPLIES)
Q9920|INJECTION OF EPO, PER 1000 UNITS, AT PATIENT HCT OF 20 OR LESS|INJECTION OF EPO, PER 1000 UNITS, AT PATIENT HCT OF 20 OR LESS
Q9921|INJECTION OF EPO, PER 1000 UNITS, AT PATIENT HCT OF 21|INJECTION OF EPO, PER 1000 UNITS, AT PATIENT HCT OF 21
Q9922|INJECTION OF EPO, PER 1000 UNITS, AT PATIENT HCT OF 22|INJECTION OF EPO, PER 1000 UNITS, AT PATIENT HCT OF 22
Q9923|INJECTION OF EPO, PER 1000 UNITS, AT PATIENT HCT OF 23|INJECTION OF EPO, PER 1000 UNITS, AT PATIENT HCT OF 23
Q9924|INJECTION OF EPO, PER 1000 UNITS, AT PATIENT HCT OF 24|INJECTION OF EPO, PER 1000 UNITS, AT PATIENT HCT OF 24
Q9925|INJECTION OF EPO, PER 1000 UNITS, AT PATIENT HCT OF 25|INJECTION OF EPO, PER 1000 UNITS, AT PATIENT HCT OF 25
Q9926|INJECTION OF EPO, PER 1000 UNITS, AT PATIENT HCT OF 26|INJECTION OF EPO, PER 1000 UNITS, AT PATIENT HCT OF 26
Q9927|INJECTION OF EPO, PER 1000 UNITS, AT PATIENT HCT OF 27|INJECTION OF EPO, PER 1000 UNITS, AT PATIENT HCT OF 27
Q9928|INJECTION OF EPO, PER 1000 UNITS, AT PATIENT HCT OF 28|INJECTION OF EPO, PER 1000 UNITS, AT PATIENT HCT OF 28
Q9929|INJECTION OF EPO, PER 1000 UNITS, AT PATIENT HCT OF 29|INJECTION OF EPO, PER 1000 UNITS, AT PATIENT HCT OF 29
Q9930|INJECTION OF EPO, PER 1000 UNITS, AT PATIENT HCT OF 30|INJECTION OF EPO, PER 1000 UNITS, AT PATIENT HCT OF 30
Q9931|INJECTION OF EPO, PER 1000 UNITS, AT PATIENT HCT OF 31|INJECTION OF EPO, PER 1000 UNITS, AT PATIENT HCT OF 31
Q9932|INJECTION OF EPO, PER 1000 UNITS, AT PATIENT HCT OF 32|INJECTION OF EPO, PER 1000 UNITS, AT PATIENT HCT OF 32
Q9933|INJECTION OF EPO, PER 1000 UNITS, AT PATIENT HCT OF 33|INJECTION OF EPO, PER 1000 UNITS, AT PATIENT HCT OF 33
Q9934|INJECTION OF EPO, PER 1000 UNITS, AT PATIENT HCT OF 34|INJECTION OF EPO, PER 1000 UNITS, AT PATIENT HCT OF 34
Q9935|INJECTION OF EPO, PER 1000 UNITS, AT PATIENT HCT OF 35|INJECTION OF EPO, PER 1000 UNITS, AT PATIENT HCT OF 35
Q9936|INJECTION OF EPO, PER 1000 UNITS, AT PATIENT HCT OF 36|INJECTION OF EPO, PER 1000 UNITS, AT PATIENT HCT OF 36
Q9937|INJECTION OF EPO, PER 1000 UNITS, AT PATIENT HCT OF 37|INJECTION OF EPO, PER 1000 UNITS, AT PATIENT HCT OF 37
Q9938|INJECTION OF EPO, PER 1000 UNITS, AT PATIENT HCT OF 38|INJECTION OF EPO, PER 1000 UNITS, AT PATIENT HCT OF 38
Q9939|INJECTION OF EPO, PER 1000 UNITS, AT PATIENT HCT OF 39|INJECTION OF EPO, PER 1000 UNITS, AT PATIENT HCT OF 39
Q9940|INJECTION OF EPO, PER 1000 UNITS, AT PATIENT HCT OF 40 OR ABOVE|INJECTION OF EPO, PER 1000 UNITS, AT PATIENT HCT OF 40 OR ABOVE
R0070|TRANSPORTATION OF PORTABLE X-RAY EQUIPMENT AND PERSONNEL TO HOME OR NURSING HOME, PER TRIP TO FACILITY OR LOCATION, ONE PATIENT SEEN|TRANSPORTATION OF PORTABLE X-RAY EQUIPMENT AND PERSONNEL TO HOME OR NURSING HOME, PER TRIP TO FACILITY OR LOCATION, ONE PATIENT SEEN
R0075|TRANSPORTATION OF PORTABLE X-RAY EQUIPMENT AND PERSONNEL TO HOME OR NURSING HOME, PER TRIP TO FACILITY OR LOCATION, MORE THAN ONE PATIENT SEEN,|TRANSPORTATION OF PORTABLE X-RAY EQUIPMENT AND PERSONNEL TO HOME OR NURSING HOME, PER TRIP TO FACILITY OR LOCATION, MORE THAN ONE PATIENT SEEN,
R0076|TRANSPORTATION OF PORTABLE EKG TO FACILITY OR LOCATION, PER PATIENT|TRANSPORTATION OF PORTABLE EKG TO FACILITY OR LOCATION, PER PATIENT
S0009|INJECTION, BUTORPHANOL TARTRATE, 1 MG|INJECTION, BUTORPHANOL TARTRATE, 1 MG
S0012|BUTORPHANOL TARTRATE, NASAL SPRAY, 25 MG|BUTORPHANOL TARTRATE, NASAL SPRAY, 25 MG
S0014|TACRINE HYDROCHLORIDE, 10 MG|TACRINE HYDROCHLORIDE, 10 MG
S0016|INJECTION, AMIKACIN SULFATE, 500 MG|INJECTION, AMIKACIN SULFATE, 500 MG
S0017|INJECTION, AMINOCAPROIC ACID, 5 GRAMS|INJECTION, AMINOCAPROIC ACID, 5 GRAMS
S0020|INJECTION, BUPIVICAINE HYDROCHLORIDE, 30 ML|INJECTION, BUPIVICAINE HYDROCHLORIDE, 30 ML
S0021|INJECTION, CEFTOPERAZONE SODIUM, 1 GRAM|INJECTION, CEFTOPERAZONE SODIUM, 1 GRAM
S0023|INJECTION, CIMETIDINE HYDROCHLORIDE, 300 MG|INJECTION, CIMETIDINE HYDROCHLORIDE, 300 MG
S0028|INJECTION, FAMOTIDINE, 20 MG|INJECTION, FAMOTIDINE, 20 MG
S0030|INJECTION, METRONIDAZOLE, 500 MG|INJECTION, METRONIDAZOLE, 500 MG
S0032|INJECTION, NAFCILLIN SODIUM, 2 GRAMS|INJECTION, NAFCILLIN SODIUM, 2 GRAMS
S0034|INJECTION, OFLOXACIN, 400 MG|INJECTION, OFLOXACIN, 400 MG
S0039|INJECTION, SULFAMETHOXAZOLE AND TRIMETHOPRIM, 10 ML|INJECTION, SULFAMETHOXAZOLE AND TRIMETHOPRIM, 10 ML
S0040|INJECTION, TICARCILLIN DISODIUM AND CLAVULANATE POTASSIUM, 3.1 GRAMS|INJECTION, TICARCILLIN DISODIUM AND CLAVULANATE POTASSIUM, 3.1 GRAMS
S0071|INJECTION, ACYCLOVIR SODIUM, 50 MG|INJECTION, ACYCLOVIR SODIUM, 50 MG
S0072|INJECTION, AMIKACIN SULFATE, 100 MG|INJECTION, AMIKACIN SULFATE, 100 MG
S0073|INJECTION, AZTREONAM, 500 MG|INJECTION, AZTREONAM, 500 MG
S0074|INJECTION, CEFOTETAN DISODIUM, 500 MG|INJECTION, CEFOTETAN DISODIUM, 500 MG
S0077|INJECTION, CLINDAMYCIN PHOSPHATE, 300 MG|INJECTION, CLINDAMYCIN PHOSPHATE, 300 MG
S0078|INJECTION, FOSPHENYTOIN SODIUM, 750 MG|INJECTION, FOSPHENYTOIN SODIUM, 750 MG
S0079|INJECTION, OCTREOTIDE ACETATE, 100 MCG (FOR DOSES OVER 1 MG USE J2352 OR C1207)|INJECTION, OCTREOTIDE ACETATE, 100 MCG (FOR DOSES OVER 1 MG USE J2352 OR C1207)
S0080|INJECTION, PENTAMIDINE ISETHIONATE, 300 MG|INJECTION, PENTAMIDINE ISETHIONATE, 300 MG
S0081|INJECTION, PIPERACILLIN SODIUM, 500 MG|INJECTION, PIPERACILLIN SODIUM, 500 MG
S0088|ALEMTUZUMAB INJECTION, 30 MG|ALEMTUZUMAB INJECTION, 30 MG
S0090|SILDENAFIL CITRATE, 25 MG|SILDENAFIL CITRATE, 25 MG
S0091|GRAINSETRON HYDROCHLORIDE, 1MG (FOR CIRCUMSTANCES FALLING UNDER THE MEDICARE STATUE, USE Q0166)|GRAINSETRON HYDROCHLORIDE, 1MG (FOR CIRCUMSTANCES FALLING UNDER THE MEDICARE STATUE, USE Q0166)
S0092|INJECTION, HYROMORPHONE HYDROCHLORIDE, 250MG (LOADING DOSE FOR INFUSION PUMP)|INJECTION, HYROMORPHONE HYDROCHLORIDE, 250MG (LOADING DOSE FOR INFUSION PUMP)
S0093|INJECTION, MORPHINE SULFATE, 500MG (LOADING DOSE FOR INFUSION PUMP)|INJECTION, MORPHINE SULFATE, 500MG (LOADING DOSE FOR INFUSION PUMP)
S0104|ZIDOVUDINE, ORAL, 100MG|ZIDOVUDINE, ORAL, 100MG
S0106|BUPROPION HCL SUSTAINED RELEASE TABLET, 150 MG, PER BOTTLE OF 60 TABLETS|BUPROPION HCL SUSTAINED RELEASE TABLET, 150 MG, PER BOTTLE OF 60 TABLETS
S0108|MERCAPTOPURINE, ORAL, 50 MG|MERCAPTOPURINE, ORAL, 50 MG
S0114|INJECTION, TREPROSTINIL SODIUM, 0.5 MG|INJECTION, TREPROSTINIL SODIUM, 0.5 MG
S0122|INJECTION, MENOTROPINS, 75 IU|INJECTION, MENOTROPINS, 75 IU
S0124|INJECTION, UROFOLLITROPIN, PURIFIED, 75 IU|INJECTION, UROFOLLITROPIN, PURIFIED, 75 IU
S0126|INJECTION, FOLLITROPIN ALFA, 75 IU|INJECTION, FOLLITROPIN ALFA, 75 IU
S0128|INJECTION, FOLLITROPIN BETA, 75 IU|INJECTION, FOLLITROPIN BETA, 75 IU
S0130|INJECTION, CHORIONIC GONADOTROPIN, 5000 UNITS|INJECTION, CHORIONIC GONADOTROPIN, 5000 UNITS
S0132|INJECTION, GANIRELIX ACETATE, 250 MCG|INJECTION, GANIRELIX ACETATE, 250 MCG
S0135|INJECTION, PEGFILGRASTIM, 6MG|INJECTION, PEGFILGRASTIM, 6MG
S0155|STERILE DILUTANT FOR EPOPROSTENOL, 50ML|STERILE DILUTANT FOR EPOPROSTENOL, 50ML
S0156|EXEMESTANE, 25 MG|EXEMESTANE, 25 MG
S0157|BECAPLERMIN GEL 0.01%, 0.5 G|BECAPLERMIN GEL 0.01%, 0.5 G
S0170|ANASTROZOLE, ORAL, 1MG|ANASTROZOLE, ORAL, 1MG
S0171|INJECTION, BUMETANIDE, 0.5MG|INJECTION, BUMETANIDE, 0.5MG
S0172|CHLORAMBUCIL, ORAL, 2MG|CHLORAMBUCIL, ORAL, 2MG
S0173|DEXAMETHASONE, ORAL, 4MG|DEXAMETHASONE, ORAL, 4MG
S0174|DOLASETRON MESYLATE, ORAL 50MG (FOR CIRCUMSTANCES FALLING UNDER THE MEDICARE STATUTE, USE Q0180)|DOLASETRON MESYLATE, ORAL 50MG (FOR CIRCUMSTANCES FALLING UNDER THE MEDICARE STATUTE, USE Q0180)
S0175|FLUTAMIDE, ORAL, 125MG|FLUTAMIDE, ORAL, 125MG
S0176|HYDROXYUREA, ORAL, 500MG|HYDROXYUREA, ORAL, 500MG
S0177|LEVAMISOLE HYDROCHLORIDE, ORAL, 50MG|LEVAMISOLE HYDROCHLORIDE, ORAL, 50MG
S0178|LOMUSTINE, ORAL, 10MG|LOMUSTINE, ORAL, 10MG
S0179|MEGESTROL ACETATE, ORAL, 20MG|MEGESTROL ACETATE, ORAL, 20MG
S0181|ONDANSETRON HYDROCHLORIDE, ORAL, 4MG (FOR CIRCUMSTANCES FALLING UNDER THE MEDICARE STATUTE, USE Q0179)|ONDANSETRON HYDROCHLORIDE, ORAL, 4MG (FOR CIRCUMSTANCES FALLING UNDER THE MEDICARE STATUTE, USE Q0179)
S0182|PROCARBAZINE HYDROCHLORIDE, ORAL, 50MG|PROCARBAZINE HYDROCHLORIDE, ORAL, 50MG
S0183|PROCHLORPERAZINE MALEATE, ORAL, 5MG (FOR CIRCUMSTANCES FALLING UNDER THE MEDICARE STATUTE, USE Q0164 - Q0165)|PROCHLORPERAZINE MALEATE, ORAL, 5MG (FOR CIRCUMSTANCES FALLING UNDER THE MEDICARE STATUTE, USE Q0164 - Q0165)
S0187|TAMOXIFEN CITRATE, ORAL, 10MG|TAMOXIFEN CITRATE, ORAL, 10MG
S0189|TESTOSTERONE PELLET, 75MG|TESTOSTERONE PELLET, 75MG
S0190|MIFEPRISTONE, ORAL, 200 MG|MIFEPRISTONE, ORAL, 200 MG
S0191|MISOPROSTOL, ORAL, 200 MCG|MISOPROSTOL, ORAL, 200 MCG
